ID,CustomerName,CustomerType,DateStarted,Duration,gender,Age,Salary,ReviewDuration,RelatedDuration,Purchased
17636,Patricia Doumenc,3,2018-03-09 23:27:00,744.3,Female,72,120,,,0
17637,"Flohard,Aldus ",4,2018-03-09 06:56:00,235.91,Male,20,133,82,,0
17638,"Chumley,Brett ",2,2018-03-09 09:32:00,119.8,Male,52,164,74,95,0
17639,Nicolle Corrett,3,2018-03-09 06:49:00,133.13,Female,56,35,,66,0
17640,Miran Tryme,1,2018-03-09 05:28:00,762.06,Female,30,71,,,1
17641,"Furmenger,Normy ",3,2018-03-09 10:48:00,651.11,Male,32,58,,87,0
17642,"Causer,Giustino ",2,2018-03-09 12:48:00,455.13,Male,26,182,,,1
17643,Leela Crowhurst,2,2018-03-09 22:56:00,828.07,Female,33,156,,40,0
17644,Lulu Lehemann,2,2018-03-09 01:09:00,326.3,Female,59,195,,82,0
17645,"Truett,Zerk ",2,2018-03-09 06:09:00,866.7,Male,50,193,,,0
17646,"Spinozzi,Patricio ",1,2018-03-09 09:22:00,273.01,Male,53,163,87,,0
17647,Cordy Streat,2,2018-03-09 11:50:00,550.25,Female,73,113,5,,0
17648,"Broadwood,Jude ",3,2018-03-09 15:28:00,85.45,Male,63,121,43,88,0
17649,Orel Rumsby,2,2018-03-09 00:15:00,612.41,Female,63,55,86,,0
17650,Elysia Newlan,3,2018-03-09 07:50:00,54.45,Female,49,68,64,,1
17651,"Hessel,Bogart ",4,2018-03-09 18:12:00,718.29,Male,30,26,,,0
17652,"Crayton,Cross ",3,2018-03-09 05:54:00,34.97,Male,57,20,,,0
17653,"Watton,Vincenty ",1,2018-03-09 13:14:00,392.86,Male,36,47,,,1
17654,Sonnie Rego,1,2018-03-09 08:02:00,665.38,Female,72,120,,9,1
17655,Martynne Gilardengo,3,2018-03-09 19:28:00,152.81,Female,38,200,33,53,1
17656,"Marginson,Linus ",1,2018-03-09 13:29:00,741.42,Male,50,24,,,0
17657,Bambi Lowdiane,1,2018-03-09 08:22:00,348.63,Female,41,96,84,81,0
17658,Larissa MacSwayde,4,2018-03-09 23:36:00,394.5,Female,25,187,75,,0
17659,"Barchrameev,Stillmann ",3,2018-03-09 23:59:00,563.32,Male,63,43,31,50,0
17660,Julita Iacobassi,2,2018-03-09 23:35:00,840.06,Female,48,32,92,,0
17661,Maggy Glede,2,2018-03-09 01:49:00,96.17,Female,64,89,74,51,0
17662,Angelia Maylard,4,2018-03-09 22:43:00,485.19,Female,70,89,,,1
17663,"Shulver,Randolf ",2,2018-03-09 00:54:00,11.79,Male,21,67,8,70,0
17664,"Bauser,Derk ",1,2018-03-09 09:24:00,713.71,Male,78,110,85,,1
17665,Gretchen Huey,1,2018-03-09 15:39:00,667.76,Female,49,20,41,,0
17666,Camilla Brickwood,4,2018-03-09 01:09:00,243.38,Female,52,87,14,,0
17667,"Watkiss,Cliff ",1,2018-03-09 16:05:00,513.44,Male,60,32,,,0
17668,"Arons,Ginger ",3,2018-03-09 23:21:00,633.43,Male,72,199,,34,0
17669,Edeline Woolpert,1,2018-03-09 10:14:00,112.91,Female,20,162,40,,0
17670,Wendy Postgate,4,2018-03-09 21:31:00,733.79,Female,33,61,16,37,1
17671,"Savell,Barny ",1,2018-03-09 12:07:00,636.95,Male,64,136,,,0
17672,"Readwin,Nilson ",2,2018-03-09 18:25:00,99.85,Male,59,81,,,0
17673,Katherine Mapp,1,2018-03-09 06:32:00,469.21,Female,20,195,,,1
17674,"Jenteau,Justino ",1,2018-03-09 19:55:00,533.29,Male,20,76,,58,1
17675,Celie Alpine,2,2018-03-09 18:16:00,517,Female,73,185,35,,0
17676,"Twitching,Wallache ",1,2018-03-09 08:59:00,73.99,Male,70,41,68,,0
17677,Lindie Massinger,2,2018-03-09 01:26:00,264.38,Female,66,72,,77,0
17678,"Dorgon,Dario ",3,2018-03-09 23:34:00,97.34,Male,60,35,,10,0
17679,"Radbone,Thatch ",3,2018-03-09 00:11:00,90.92,Male,31,162,,86,0
17680,"Winchcomb,Erich ",2,2018-03-09 10:07:00,615.85,Male,71,133,22,,1
17681,Easter Skrine,4,2018-03-09 17:05:00,499.7,Female,26,126,,64,0
17682,Winifred Eustace,2,2018-03-09 14:28:00,426.17,Female,70,112,26,56,0
17683,Yelena Shottin,1,2018-03-09 12:24:00,394.98,Female,44,92,13,,0
17684,Gunilla Doldon,3,2018-03-09 04:31:00,203.45,Female,26,81,,52,0
17685,"Flinders,Royce ",2,2018-03-09 08:56:00,43.38,Male,32,177,,33,0
17686,"Flooks,Manolo ",1,2018-03-09 08:33:00,25.87,Male,54,52,79,85,0
17687,"Cudde,Stanly ",2,2018-03-09 22:32:00,269.32,Male,61,103,99,,0
17688,Kristin Erratt,4,2018-03-09 20:17:00,222.12,Female,32,10,22,92,0
17689,Jo-ann Carress,1,2018-03-09 09:14:00,601.89,Female,44,13,96,66,1
17690,"Gimlet,Jory ",3,2018-03-09 10:10:00,284.91,Male,44,14,43,,1
17691,Christean Mountjoy,2,2018-03-09 02:22:00,424.27,Female,62,59,,,0
17692,"McPhee,Guillaume ",1,2018-03-09 00:14:00,40.92,Male,38,86,,70,0
17693,Kinna Randall,4,2018-03-09 10:23:00,503.53,Female,38,170,,68,0
17694,Phedra Gladding,3,2018-03-09 04:57:00,254.34,Female,76,180,,19,0
17695,Ina Danko,3,2018-03-09 13:24:00,614.47,Female,66,146,6,,0
17696,"Collingwood,Lucio ",4,2018-03-09 16:00:00,502.37,Male,23,75,,,1
17697,"Heakins,Radcliffe ",2,2018-03-09 14:07:00,131.94,Male,40,72,75,,1
17698,Andree Ockendon,3,2018-03-09 11:07:00,33.07,Female,71,193,50,,0
17699,"Brayne,Gayler ",2,2018-03-09 01:43:00,474.97,Male,59,173,,,0
17700,"Rime,Falito ",1,2018-03-09 00:41:00,400.63,Male,22,46,,44,0
17701,Enrika Spring,3,2018-03-09 03:37:00,829.12,Female,54,18,93,,0
17702,"Garwill,Waylon ",1,2018-03-09 19:59:00,273.15,Male,28,197,54,65,1
17703,Ardine Gallardo,4,2018-03-09 07:48:00,175.2,Female,56,67,,45,0
17704,Jada Frisel,1,2018-03-09 23:48:00,607.33,Female,35,53,,60,1
17705,"Ezele,Kenton ",1,2018-03-09 05:35:00,437.69,Male,73,69,67,94,0
17706,Justine Elbourn,2,2018-03-09 00:56:00,318.97,Female,65,166,,,0
17707,"Veregan,Hayyim ",4,2018-03-09 14:42:00,173.92,Male,61,56,17,51,0
17708,Katina Skypp,3,2018-03-09 01:43:00,387.03,Female,21,146,,,0
17709,"Nissle,Ricky ",1,2018-03-09 15:27:00,744.16,Male,66,36,,82,0
17710,"MacCarter,Derwin ",3,2018-03-09 03:06:00,161.9,Male,69,145,30,,0
17711,"Garratt,Granville ",4,2018-03-09 07:30:00,221.25,Male,29,22,96,,0
17712,"Philipard,Whitney ",2,2018-03-09 06:16:00,644.68,Male,64,109,11,,0
17713,Leila Mattiato,4,2018-03-09 09:56:00,275.2,Female,22,170,,50,1
17714,Jody Jancey,2,2018-03-09 21:53:00,566.91,Female,35,173,88,,1
17715,Lanni Farncombe,1,2018-03-09 02:53:00,680.43,Female,35,22,37,14,0
17716,Melba Gladwish,3,2018-03-09 05:13:00,425.33,Female,45,41,94,,1
17717,"Highnam,Arny ",3,2018-03-09 17:05:00,194.6,Male,51,103,59,,0
17718,"Alsopp,Rutter ",3,2018-03-09 13:41:00,422,Male,48,59,,,1
17719,Sandy Butson,2,2018-03-09 06:10:00,778.62,Female,46,75,,,1
17720,"Howatt,Alard ",2,2018-03-09 07:16:00,424,Male,44,88,,,0
17721,Elisabet Healing,3,2018-03-09 05:55:00,881,Female,28,59,,99,1
17722,Perri Tant,1,2018-03-09 07:10:00,762.92,Female,42,130,16,,1
17723,"Mackneis,Maximilianus ",2,2018-03-09 22:19:00,869.98,Male,23,45,,32,0
17724,"Ollenbuttel,Kerry ",4,2018-03-09 22:47:00,815.02,Male,25,179,,,1
17725,"Camillo,Ingmar ",1,2018-03-09 02:08:00,837.38,Male,75,131,,42,0
17726,Lissy Dutnall,2,2018-03-09 04:52:00,641.45,Female,56,136,,,1
17727,Katrine Barstow,3,2018-03-09 02:51:00,356.14,Female,45,53,,22,1
17728,"Whinney,Filmer ",2,2018-03-09 21:48:00,544.25,Male,78,96,37,,0
17729,"Rigate,Brandon ",4,2018-03-09 03:21:00,328.12,Male,71,57,85,52,0
17730,"Ribey,Raimondo ",1,2018-03-09 09:18:00,404.45,Male,29,165,46,,1
17731,Nadia Noell,2,2018-03-09 03:21:00,111.11,Female,57,18,94,51,1
17732,Melisent Urry,2,2018-03-09 08:45:00,56.08,Female,76,85,87,,1
17733,"Foxall,Hugibert ",4,2018-03-09 10:15:00,401.84,Male,33,133,81,,0
17734,Myrle Feathers,1,2018-03-09 23:37:00,307.3,Female,22,27,14,,0
17735,Carree Lovell,3,2018-03-09 03:02:00,371.16,Female,68,154,58,,0
17736,Marya Jerosch,1,2018-03-09 00:55:00,336.47,Female,52,128,44,,0
17737,Bird Darton,4,2018-03-09 15:26:00,853.85,Female,26,141,22,20,0
17738,Karmen Skechley,2,2018-03-09 20:02:00,172.42,Female,61,127,,12,0
17739,Dorene Petrasek,2,2018-03-09 06:35:00,496.58,Female,26,131,92,,1
17740,Indira Cosgreave,4,2018-03-09 13:25:00,829.47,Female,59,74,40,36,0
17741,Lenora Klimaszewski,2,2018-03-09 00:19:00,311.3,Female,42,100,7,,0
17742,Estella Forder,2,2018-03-09 05:57:00,571.12,Female,78,106,,,0
17743,"Matlock,Marion ",1,2018-03-09 03:36:00,589.63,Male,68,128,28,,1
17744,Robena Tibbits,4,2018-03-09 05:54:00,458.28,Female,33,144,,,0
17745,Tamarah Otter,1,2018-03-09 18:21:00,556.79,Female,19,84,,,0
17746,Harri Cash,3,2018-03-09 00:51:00,264.74,Female,72,39,10,,0
17747,Euphemia Pocock,2,2018-03-09 23:14:00,94.24,Female,36,175,70,,0
17748,"Pegram,Cullie ",4,2018-03-09 03:20:00,894.79,Male,29,124,81,,0
17749,Odille Rake,1,2018-03-09 00:13:00,678.34,Female,49,197,75,,0
17750,Kylynn McVitie,2,2018-03-09 09:26:00,36.88,Female,45,11,,,0
17751,"Glentz,Jameson ",3,2018-03-09 01:33:00,809.18,Male,75,97,,,0
17752,"Gonnel,Jeddy ",3,2018-03-09 21:28:00,41.44,Male,24,115,,69,0
17753,Annecorinne Walkey,4,2018-03-09 15:41:00,739.7,Female,39,88,88,,1
17754,Bryn Standrin,1,2018-03-09 19:32:00,889.63,Female,45,171,,,0
17755,"Tewkesberrie,Benedikt ",4,2018-03-09 03:33:00,538.7,Male,43,95,,,0
17756,Fidelity Chedzoy,4,2018-03-09 09:15:00,759.86,Female,48,96,,41,0
17757,Magdalena Warsap,1,2018-03-09 15:25:00,363.11,Female,40,185,6,74,1
17758,"Gleasane,Hart ",1,2018-03-09 22:12:00,354.75,Male,79,71,14,,0
17759,"Bollands,Isacco ",1,2018-03-09 12:58:00,683.28,Male,75,136,,,0
17760,Casandra Cawson,4,2018-03-09 04:33:00,51.95,Female,45,81,,,0
17761,"Ruberti,Finlay ",3,2018-03-09 20:22:00,507.18,Male,65,170,13,52,0
17762,"Rzehor,Dagny ",4,2018-03-09 11:54:00,426.87,Male,78,70,53,,1
17763,"Djurkovic,Mickey ",1,2018-03-09 12:02:00,329.15,Male,45,12,75,37,1
17764,Malva Horbart,4,2018-03-09 13:25:00,344.75,Female,57,75,,,1
17765,"Luetkemeyer,Gerrie ",1,2018-03-09 04:04:00,48.27,Male,29,185,75,,0
17766,"Gobel,Pooh ",3,2018-03-09 20:23:00,698.38,Male,66,59,,,0
17767,Michaelina MacCallister,1,2018-03-09 23:37:00,414.28,Female,75,37,82,,0
17768,"de Marco,Kinny ",3,2018-03-09 20:04:00,280.31,Male,33,98,72,,0
17769,"Grushin,Ambros ",3,2018-03-09 04:28:00,772.96,Male,74,157,74,,0
17770,Harlie Brigham,2,2018-03-09 04:02:00,118.14,Female,58,137,,6,0
17771,"Germain,Ross ",3,2018-03-09 01:15:00,528.62,Male,32,114,,,0
17772,"Raylton,Jeramie ",2,2018-03-09 10:20:00,615.93,Male,35,155,96,,0
17773,"Gwillym,Thadeus ",3,2018-03-09 13:31:00,874.1,Male,41,127,50,,1
17774,"Newtown,Morton ",1,2018-03-09 21:30:00,287.82,Male,36,41,96,38,0
17775,Sheeree Annion,4,2018-03-09 17:16:00,428.8,Female,59,19,,,0
17776,"Kernes,Hinze ",4,2018-03-09 08:56:00,731.49,Male,30,122,13,,1
17777,Fidelia Callam,1,2018-03-09 08:28:00,795.92,Female,64,56,53,,0
17778,"Mabb,Torr ",2,2018-03-09 16:09:00,710.7,Male,33,149,36,97,1
17779,Ivett Kieff,1,2018-03-09 12:42:00,191.65,Female,19,130,90,77,1
17780,Heda Balshen,3,2018-03-09 12:09:00,896,Female,29,27,,,0
17781,Trudey Lloyd-Williams,4,2018-03-09 00:51:00,554.32,Female,60,187,54,12,1
17782,"Descroix,Saundra ",4,2018-03-09 23:48:00,535.82,Male,57,24,34,,0
17783,"Ghelarducci,Kale ",2,2018-03-09 01:03:00,256.89,Male,19,93,,,1
17784,"Troubridge,Pepe ",1,2018-03-09 17:20:00,161.83,Male,28,156,59,,1
17785,"Lye,Chandler ",2,2018-03-09 10:55:00,877.95,Male,68,98,34,75,1
17786,Dayle Althorpe,4,2018-03-09 12:08:00,332.48,Female,35,89,81,80,1
17787,"Hicks,Currey ",2,2018-03-09 12:46:00,628.86,Male,60,43,71,,0
17788,Mireille Bowcock,3,2018-03-09 00:44:00,629.85,Female,54,125,,,0
17789,"Vamplers,Douglass ",1,2018-03-09 00:48:00,481.3,Male,41,33,,,0
17790,"Ugoni,Hewett ",4,2018-03-09 18:21:00,759.26,Male,36,43,,49,0
17791,"Matkovic,Bevan ",3,2018-03-09 10:38:00,48.66,Male,41,80,48,,0
17792,Daune Wolstencroft,2,2018-03-09 10:23:00,813.98,Female,56,53,16,,0
17793,"Hustler,Wendel ",3,2018-03-09 06:43:00,57.46,Male,73,83,69,22,0
17794,Romola Cutajar,4,2018-03-09 13:18:00,748.09,Female,18,15,51,,0
17795,Fifine Vassbender,3,2018-03-09 18:47:00,25.84,Female,27,190,,33,0
17796,Prudence Pether,1,2018-03-09 05:03:00,195.88,Female,43,55,40,,0
17797,Meriel Ogan,2,2018-03-09 14:20:00,231.11,Female,27,178,70,78,0
17798,"Bain,Alastair ",1,2018-03-09 08:42:00,704.72,Male,37,61,,24,1
17799,Erminia Vicary,1,2018-03-09 18:02:00,647.76,Female,39,128,,64,0
17800,Cicely Imlach,2,2018-03-09 11:49:00,787.58,Female,58,127,48,,0
17801,"Bockett,Tore ",1,2018-03-09 02:23:00,425.8,Male,31,78,,91,0
17802,Faina Cockayne,4,2018-03-09 01:06:00,436.03,Female,76,103,,100,0
17803,"Hilary,Troy ",1,2018-03-09 00:32:00,188.54,Male,25,148,,,0
17804,"Degoey,Sigismond ",4,2018-03-09 01:10:00,467.7,Male,44,196,45,,0
17805,"Drinkhill,Ellerey ",3,2018-03-09 16:41:00,515.68,Male,38,155,81,,1
17806,Shauna Thaine,2,2018-03-09 15:49:00,254.41,Female,66,68,76,,1
17807,"Bevir,Elihu ",1,2018-03-09 20:04:00,409.97,Male,41,17,,63,0
17808,Miriam Alvar,2,2018-03-09 21:10:00,328.3,Female,45,134,12,9,1
17809,Joana Sproul,1,2018-03-09 05:15:00,257.82,Female,68,38,31,89,0
17810,Jenn Oxberry,3,2018-03-09 05:59:00,364.61,Female,25,131,27,,1
17811,Halimeda Latey,4,2018-03-09 07:04:00,102.65,Female,23,187,23,,0
17812,"Fricker,Gregor ",1,2018-03-09 20:23:00,78.57,Male,41,21,32,52,0
17813,"Lello,Symon ",3,2018-03-09 22:53:00,603.25,Male,78,158,,,0
17814,"Godspede,Menard ",2,2018-03-09 01:18:00,394.98,Male,69,90,5,98,1
17815,Esme Halahan,4,2018-03-09 06:40:00,422.49,Female,17,52,43,42,0
17816,Bird Olivier,4,2018-03-09 17:35:00,666.97,Female,54,83,38,56,0
17817,Janaye Langmuir,2,2018-03-09 20:58:00,649.14,Female,60,200,18,,0
17818,"Enoksson,Tan ",1,2018-03-09 08:31:00,144.71,Male,63,144,16,,0
17819,"Biggs,Wallache ",4,2018-03-09 08:09:00,696.76,Male,51,165,52,,0
17820,Rosalinde Lathleiff,1,2018-03-09 16:51:00,347.26,Female,19,92,35,,0
17821,Eleonore Durber,1,2018-03-09 15:25:00,509.81,Female,50,110,,,0
17822,"Murrison,Calvin ",2,2018-03-09 21:51:00,482.41,Male,73,77,,,0
17823,"Yeskin,Pascale ",3,2018-03-09 05:47:00,633.17,Male,20,132,,79,0
17824,"Collie,Prent ",1,2018-03-09 01:12:00,253.45,Male,61,62,21,62,0
17825,"La Grange,Etan ",4,2018-03-09 17:02:00,454.33,Male,72,172,78,,0
17826,Pammi Chamberlaine,1,2018-03-09 11:51:00,421.61,Female,48,150,9,,0
17827,Jasmin Endle,3,2018-03-09 11:25:00,847.27,Female,22,64,,,0
17828,Anitra Petit,2,2018-03-09 06:25:00,601.37,Female,21,92,29,79,1
17829,"Horche,Maxy ",2,2018-03-09 01:14:00,93.05,Male,52,161,,11,1
17830,"MacNeill,Ken ",3,2018-03-09 19:08:00,793.52,Male,70,148,48,,0
17831,"Bebbington,Dennie ",3,2018-03-09 21:26:00,557.34,Male,43,178,60,,0
17832,Tim Ghidotti,3,2018-03-09 01:56:00,329.89,Female,21,164,33,14,0
17833,"Cadle,Nicolais ",4,2018-03-09 03:53:00,235.86,Male,37,198,,93,1
17834,Flss Redish,4,2018-03-09 17:09:00,272.25,Female,26,25,,50,0
17835,"Pre,Clevey ",3,2018-03-09 02:49:00,823.4,Male,53,13,40,,1
17836,"Sarath,Lancelot ",2,2018-03-09 01:57:00,239.72,Male,61,147,,,0
17837,Vittoria Cantor,1,2018-03-09 16:16:00,561.82,Female,48,75,,50,0
17838,Tarrah Maffioletti,4,2018-03-09 23:49:00,404.49,Female,71,12,47,69,0
17839,Lexi Ribeiro,1,2018-03-09 16:32:00,103,Female,69,77,,59,0
17840,"Lathleiffure,Huey ",3,2018-03-09 06:17:00,82.53,Male,23,62,,,0
17841,"Siemons,Price ",1,2018-03-09 18:14:00,771.67,Male,71,182,85,90,0
17842,Tommie Wheeldon,1,2018-03-09 14:11:00,151.29,Female,32,153,91,,1
17843,Blake Morant,4,2018-03-09 02:05:00,717.78,Female,61,188,23,,0
17844,"Welbeck,Finley ",3,2018-03-09 06:03:00,899.42,Male,20,178,,,0
17845,Deni Royson,3,2018-03-09 13:51:00,811.51,Female,31,25,,,0
17846,Wilmette Dureden,3,2018-03-09 14:35:00,239.45,Female,37,39,77,49,0
17847,Lorenza Porch,2,2018-03-09 11:22:00,47.01,Female,41,194,56,100,1
17848,"Charon,Cornall ",3,2018-03-09 06:02:00,818.02,Male,63,75,83,5,0
17849,"Henworth,Redd ",1,2018-03-09 17:13:00,299.83,Male,45,125,,33,1
17850,Gusty Crole,1,2018-03-09 22:36:00,137.7,Female,20,105,20,,1
17851,"Dunphy,Rodd ",2,2018-03-09 17:31:00,791.78,Male,77,117,,,1
17852,Hollie Trelevan,2,2018-03-09 08:07:00,799.4,Female,40,171,,,1
17853,"Varney,Dunstan ",4,2018-03-09 08:50:00,456.32,Male,56,135,47,,0
17854,"Wintour,Roldan ",1,2018-03-09 05:17:00,818.84,Male,67,42,40,90,0
17855,"Winton,Nathanial ",3,2018-03-09 21:10:00,687.05,Male,21,47,,,0
17856,Cristal Batsford,3,2018-03-09 22:24:00,437.9,Female,26,198,62,10,1
17857,"McBryde,Jorgan ",2,2018-03-09 02:31:00,58.82,Male,50,107,31,,0
17858,Joannes Klicher,4,2018-03-09 20:57:00,170.05,Female,33,170,11,,1
17859,"Joanaud,Paddie ",2,2018-03-09 08:13:00,691.46,Male,22,164,42,25,1
17860,Sela Curwen,4,2018-03-09 05:33:00,361.69,Female,21,126,,,0
17861,Beryl Hurworth,2,2018-03-09 05:42:00,239.42,Female,75,113,74,50,1
17862,"Rowcastle,Mikel ",1,2018-03-09 12:51:00,419.75,Male,40,121,,,0
17863,Darya Beauchamp,2,2018-03-09 21:17:00,293.9,Female,55,200,,,0
17864,Michel Biggen,2,2018-03-09 12:25:00,456.53,Female,26,150,,,1
17865,Dolly Cockley,2,2018-03-09 00:57:00,684.25,Female,29,49,29,,0
17866,Sheree Le Surf,3,2018-03-09 12:27:00,855.83,Female,48,135,,,1
17867,"Saffin,Chrisse ",2,2018-03-09 00:41:00,393.85,Male,47,196,94,65,0
17868,"Starmore,Gerri ",1,2018-03-09 12:34:00,10.13,Male,35,76,22,34,0
17869,Elspeth Woodruffe,4,2018-03-09 11:17:00,411.02,Female,69,113,58,,0
17870,"Diehn,Yvon ",3,2018-03-09 22:16:00,710.37,Male,54,68,,,0
17871,"Quare,Nathan ",2,2018-03-09 21:34:00,599.74,Male,62,31,,,0
17872,"McMorland,Grady ",1,2018-03-09 23:22:00,619.79,Male,40,105,26,40,0
17873,"Toderi,Spenser ",1,2018-03-09 17:57:00,562.62,Male,44,131,25,,1
17874,"Cresar,Gonzalo ",1,2018-03-09 14:23:00,66.97,Male,26,166,,,1
17875,Annmaria Hallgalley,3,2018-03-09 05:20:00,693.55,Female,17,184,,87,0
17876,"Smorfit,Fremont ",1,2018-03-09 01:27:00,812.85,Male,60,187,68,,0
17877,"Liff,Corbett ",3,2018-03-09 10:55:00,180.64,Male,40,169,88,49,0
17878,"Cockayme,Lammond ",4,2018-03-09 03:13:00,782.13,Male,22,20,48,,1
17879,"Kermannes,Odey ",1,2018-03-09 14:31:00,691.71,Male,27,97,,,0
17880,"Mathieson,Cord ",3,2018-03-09 11:14:00,578.96,Male,30,52,37,81,0
17881,Rowena Heugh,1,2018-03-09 01:14:00,689.99,Female,33,135,34,,0
17882,Ramonda Alfonsetti,3,2018-03-09 18:32:00,320.7,Female,46,26,,,0
17883,"Cristoferi,Rolph ",3,2018-03-09 16:40:00,167.57,Male,24,123,,,0
17884,Elfreda Skeermor,1,2018-03-09 16:52:00,854.32,Female,32,146,79,,1
17885,"Derye-Barrett,Haven ",3,2018-03-09 18:29:00,746.91,Male,51,196,39,,0
17886,"Shalloo,Daven ",2,2018-03-09 21:55:00,497.43,Male,35,32,,,0
17887,"Cometto,Griff ",1,2018-03-09 11:54:00,542.98,Male,44,130,49,42,1
17888,"Colleck,Zackariah ",2,2018-03-09 00:15:00,797.35,Male,23,112,,99,0
17889,"Nodin,Kelwin ",4,2018-03-09 06:46:00,807.58,Male,44,200,78,,1
17890,"O'Dwyer,Humberto ",2,2018-03-09 13:46:00,193.1,Male,19,89,7,,0
17891,"Huston,Kellby ",4,2018-03-09 11:59:00,738.19,Male,59,140,57,22,0
17892,Joletta Mein,3,2018-03-09 16:00:00,486.37,Female,56,54,88,,0
17893,Lyn Giovanetti,1,2018-03-09 13:42:00,571.47,Female,54,179,99,,1
17894,Rosalia Cavolini,2,2018-03-09 15:36:00,466.88,Female,32,147,35,,0
17895,"Lumsdon,Aurthur ",4,2018-03-09 09:25:00,340.94,Male,22,197,17,,0
17896,"Scanterbury,Martainn ",1,2018-03-09 18:59:00,845.2,Male,57,64,68,38,1
17897,"Maddyson,Bradford ",3,2018-03-09 11:06:00,333.16,Male,46,99,,,0
17898,Maryrose Steeples,3,2018-03-09 21:48:00,439.97,Female,27,57,79,32,1
17899,Leda Claypoole,3,2018-03-09 08:31:00,344.69,Female,42,177,24,29,0
17900,"Rennebeck,Maximilianus ",2,2018-03-09 04:40:00,313.9,Male,55,32,,,0
17901,"De Gregorio,Townie ",4,2018-03-09 05:56:00,833.58,Male,47,103,,,1
17902,"Luigi,Clemmie ",4,2018-03-09 00:05:00,387.36,Male,17,152,77,,1
17903,Gale Lillegard,1,2018-03-09 13:03:00,218.11,Female,45,165,,28,0
17904,Geri Richmont,1,2018-03-09 04:28:00,564.68,Female,35,90,,87,0
17905,"Ipplett,Ali ",3,2018-03-09 03:27:00,554.85,Male,23,73,,,1
17906,Carlynne Wastell,4,2018-03-09 05:07:00,123.38,Female,52,136,,58,0
17907,"Blyth,Lamond ",4,2018-03-09 16:57:00,462.37,Male,71,12,77,,0
17908,"Marquese,Johannes ",4,2018-03-09 14:25:00,488.58,Male,27,59,47,,0
17909,"Gouly,Kerwinn ",1,2018-03-09 02:44:00,592.99,Male,78,41,33,60,1
17910,"Last,Tremaine ",4,2018-03-09 08:58:00,547.52,Male,59,62,,,0
17911,"O'Hdirscoll,Denis ",3,2018-03-09 05:09:00,769.13,Male,28,179,86,,0
17912,Becky Gookey,3,2018-03-09 04:19:00,701.04,Female,62,72,96,,1
17913,"Blitz,Orlan ",2,2018-03-09 20:15:00,332.7,Male,50,22,5,,0
17914,Oneida Steuart,3,2018-03-09 09:34:00,107,Female,63,89,88,,0
17915,Charlean Harrad,2,2018-03-09 10:41:00,889.25,Female,37,139,7,94,0
17916,Aprilette Shenton,1,2018-03-09 06:14:00,413.68,Female,30,126,,5,1
17917,"Edmundson,Benedict ",3,2018-03-09 01:57:00,659.31,Male,71,152,,,1
17918,"Migheli,Andrus ",2,2018-03-09 17:33:00,874.19,Male,39,177,52,,0
17919,Raven Risdale,1,2018-03-09 19:12:00,315.98,Female,50,73,72,67,1
17920,"Cullinane,Domingo ",3,2018-03-09 09:46:00,731.16,Male,42,163,58,98,1
17921,Juliana Ommanney,4,2018-03-09 23:06:00,886.94,Female,18,124,65,,1
17922,Kellina Freke,2,2018-03-09 04:24:00,380.3,Female,49,111,,89,0
17923,"Follin,Curr ",1,2018-03-09 12:59:00,672.62,Male,76,144,,,0
17924,"Sharnock,Carrol ",1,2018-03-09 04:18:00,703.92,Male,51,99,41,,0
17925,Marina Fouch,1,2018-03-09 21:05:00,769.21,Female,21,56,,,0
17926,Arlene Belison,1,2018-03-09 16:30:00,615.79,Female,42,169,14,,0
17927,"Haberfield,Beniamino ",2,2018-03-09 20:07:00,13.96,Male,48,163,,,0
17928,Corabel Astbery,1,2018-03-09 02:36:00,22.51,Female,40,140,6,32,0
17929,Emelda Leavens,4,2018-03-09 11:50:00,315.69,Female,33,76,25,,0
17930,"Dineen,Dionisio ",4,2018-03-09 00:55:00,213.36,Male,76,76,80,27,0
17931,Lia Quantrell,3,2018-03-09 19:12:00,856.63,Female,33,154,39,99,0
17932,"Cottrell,Davey ",1,2018-03-09 05:06:00,670.37,Male,64,45,,,0
17933,"Bassilashvili,Townsend ",2,2018-03-09 20:59:00,136.23,Male,59,170,,,0
17934,Madelaine Prettyjohn,2,2018-03-09 16:17:00,25.68,Female,17,83,55,,1
17935,"MacClancey,Ermanno ",2,2018-03-09 11:05:00,85.85,Male,75,183,,,0
17936,"Vaggs,Gunter ",2,2018-03-09 03:54:00,628.13,Male,57,100,11,,0
17937,Stephine Matyushkin,3,2018-03-09 22:08:00,858.52,Female,54,200,,,1
17938,"Yearn,Shea ",4,2018-03-09 04:00:00,826.41,Male,55,173,,,0
17939,"Edward,Stanleigh ",2,2018-03-09 19:28:00,617.88,Male,24,148,8,,1
17940,Kirby Rossey,2,2018-03-09 07:01:00,850.47,Female,51,114,29,,0
17941,"Jedrasik,Eldridge ",4,2018-03-09 18:09:00,549.82,Male,56,150,51,85,1
17942,Jyoti Barby,1,2018-03-09 22:21:00,607.68,Female,76,90,48,,0
17943,"De Gouy,Cory ",2,2018-03-09 02:34:00,280.95,Male,37,160,,20,0
17944,"Toleman,Silvano ",2,2018-03-09 20:54:00,158.2,Male,77,102,,91,0
17945,Barry Bjerkan,3,2018-03-09 13:03:00,324.85,Female,35,73,,18,1
17946,Hope Trunkfield,4,2018-03-09 05:02:00,813.41,Female,67,130,22,75,0
